td_number_and_name;basic_udi_di;dmids_no;article_number;product_group;product_name;udi_single_unit;udi_ve;mdr_code;risk_class;classification_rule;gmdn;umdns_code;emdn;certification_no;packaging_unit_ve;material;surface_info;iso_code;first_placing_on_market_date;legacy_device
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102410;Carbide burs;Carbide 21 CA 1,0 mm;04057176225146;04057176225153;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 107 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102412;Carbide burs;Carbide 21 CA 1,2 mm;04057176225504;04057176225511;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 107 006 012;2014-02-26;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102508;Carbide burs;Carbide 2 CA 0,8 mm;04057176225085;04057176225092;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 010 006 008;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102510;Carbide burs;Carbide 2 CA 1,0 mm;04057176224989;04057176224996;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 010 006 010;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102512;Carbide burs;Carbide 2 CA 1,2 mm;04057176225009;04057176225016;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 010 006 012;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102514;Carbide burs;Carbide 2 CA 1,4 mm;04057176225023;04057176225030;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 010 006 014;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102516;Carbide burs;Carbide 2 CA 1,6 mm;04057176225047;04057176225054;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 010 006 016;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102518;Carbide burs;Carbide 2 CA 1,8 mm;04057176225061;04057176225078;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 010 006 018;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102608;Carbide burs;Carbide 2 FG 0,8 mm;04057176228345;04057176228352;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 010 006 008;2011-10-27;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102610;Carbide burs;Carbide 2 FG 1,0 mm;04057176228369;04057176228376;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 010 006 010;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102612;Carbide burs;Carbide 2 FG 1,2 mm;04057176228383;04057176228390;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 010 006 012;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102614;Carbide burs;Carbide 2 FG 1,4 mm;04057176228406;04057176228413;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 010 006 014;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102616;Carbide burs;Carbide 2 FG 1,6 mm;04057176228420;04057176228437;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 010 006 016;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102618;Carbide burs;Carbide 2 FG 1,8 mm;04057176228444;04057176228451;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 010 006 018;2011-11-02;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102710;Carbide burs;Carbide 21L FG 1,0 mm;04057176228642;04057176228659;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 110 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;102712;Carbide burs;Carbide 21L FG 1,2 mm;04057176228666;04057176228673;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 110 006 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103009;Amal Cut;Amal Cut carbide 21R FG 0,9 mm;04057176228680;04057176228697;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 137 006 009;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103010;Amal Cut;Amal Cut carbide 21R FG 1,0 mm;04057176228703;04057176228710;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 137 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103108;Amal Cut;Amal Cut carbide 21R CA 0,8 mm;04057176225405;04057176225412;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 137 006 008;2012-12-19;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103109;Amal Cut;Amal Cut carbide 21R CA 0,9 mm;04057176225160;04057176225177;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 137 006 009;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103110;Amal Cut;Amal Cut carbide 21R CA 1,0 mm;04057176225184;04057176225191;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 137 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103206;Carbide burs;Carbide 23 FG 0,6 mm;04057176230348;04057176230355;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 168 006 006;2014-02-25;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103209;Carbide burs;Carbide 23 FG 0,9 mm;04057176228765;04057176228772;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 168 006 009;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103210;Carbide burs;Carbide 23 FG 1,0 mm;04057176228727;04057176228734;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 168 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103212;Carbide burs;Carbide 23 FG 1,2 mm;04057176228741;04057176228758;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 168 006 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103216;Carbide burs;Carbide 23 FG 1,6 mm;04057176230324;04057176230331;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 168 006 016;2014-02-25;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103309;Carbide burs;Carbide 23L FG 0,9 mm;04057176228789;04057176228796;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 171 006 009;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103310;Carbide burs;Carbide 23L FG 1,0 mm;04057176228802;04057176228819;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 171 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103312;Carbide burs;Carbide 23L FG 1,2 mm;04057176228826;04057176228833;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 171 006 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103410;Carbide burs;Carbide 23R FG 1,0 mm;04057176228840;04057176228857;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 194 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103412;Carbide burs;Carbide 23R FG 1,2 mm;04057176228864;04057176228871;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 194 006 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103416;Carbide burs;Carbide 23R FG 1,6 mm;04057176228888;04057176228895;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 194 006 016;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103509;Kario Cut;Carbide CA 0,9 mm;04057176225924;04057176225931;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 171 006 009;2020-10-20;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103516;Carbide burs;Carbide 23R CA 1,6 mm;04057176225207;04057176225214;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 204 194 006 016;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103608;Carbide burs;Carbide 25R FG 0,8 mm;04057176231345;04057176231352;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 238 006 008;2021-08-02;
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103610;Carbide burs;Carbide 25R FG 1,0 mm;04057176228901;04057176228918;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 238 006 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103612;Carbide burs;Carbide 25R FG 1,2 mm;04057176228925;04057176228932;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 238 006 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103708;Carbide burs;Carbide 31 FG 0,8 mm;04057176228949;04057176228956;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 109 008 008;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103710;Carbide burs;Carbide 31 FG 1,0 mm;04057176228963;04057176228970;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 109 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103712;Carbide burs;Carbide 31 FG 1,2 mm;04057176228987;04057176228994;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 109 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103714;Carbide burs;Carbide 31 FG 1,4 mm;04057176229007;04057176229014;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 109 008 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103716;Carbide burs;Carbide 31 FG 1,6 mm;04057176229021;04057176229038;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 109 008 016;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103810;Carbide burs;Carbide 31 FG XL 1,0 mm;04057176229045;04057176229052;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 316 109 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103812;Carbide burs;Carbide 31 FG XL 1,2 mm;04057176229069;04057176229076;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 316 109 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103910;Carbide burs;Carbide 31 CA 1,0 mm;04057176225221;04057176225238;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 204 109 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103912;Carbide burs;Carbide 31 CA 1,2 mm;04057176225245;04057176225252;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 204 109 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;103914;Carbide burs;Carbide 31 CA 1,4 mm;04057176225269;04057176225276;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 204 109 008 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104010;Carbide burs;Carbide 31L FG 1,0 mm;04057176229083;04057176229090;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 110 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104012;Carbide burs;Carbide 31L FG 1,2 mm;04057176229106;04057176229113;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 110 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104112;Carbide burs;Carbide 31L CA 1,2 mm;04057176225283;04057176225290;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 204 110 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104308;Carbide burs;Carbide 31R FG 0,8 mm;04057176229120;04057176229137;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 137 008 008;2011-11-04;X
